QuestionText,StudentExplanation,MC_Answer,Category,Misconception,Correctness,row_id,problem_type,tuple_key,Mathematical_Context,Original_Explanation,Mathematical_Context_Reduced,top_1_misconception,top_1_probability,top_2_misconception,top_2_probability,new_misconception
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because there is FRACTION yellow and the remaining is FRAC_COMP_MIXED.,\( 8 \),['False_Neither'],['Irrelevant'],0,[22949],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because there is 3/8 yellow  and the remaining is 5/8.', '\\( 8 \\)')",,because there is 3/8 yellow and the remaining is 5/8.,,No Misconception,0.084035344,Incomplete,0.006471542,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because theres only FRACTION and itss almost half,\( 9 \),['False_Neither'],['Irrelevant'],0,[23263],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because theres only 3/8 and itss almost half', '\\( 9 \\)')",,because theres only 3/8 and itss almost half,,Wrong_fraction,0.4216629,Incomplete,0.001143802,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because to get to FRACTION_DENOMINATOR (a whole) you add on 5.,\( 15 \),['True_Neither'],['Irrelevant'],1,[22401],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because to get to 8 (a whole) you add on 5.', '\\( 15 \\)')",,because to get to 8 (a whole) you add on 5.,,No Misconception,0.13046744,Wrong_fraction,0.0009423699,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because you first divide it by the denominator then multiply by your numerator,\( 9 \),['False_Neither'],['Irrelevant'],0,[23273],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because you first divide it by the denominator then multiply by your numerator', '\\( 9 \\)')",,because you first divide it by the denominator then multiply by your numerator,,Wrong_fraction,0.48003292,No Misconception,0.0028900509,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because you need to find what WHOLE_DIV_DEN_SIMP FRACTION_DENOMINATOR of ALL_UNITS is then you see how meany is in the bag,\( 15 \),['True_Neither'],['Irrelevant'],1,[22418],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because you need to find what 3 8 of 24 is then you see how meany is in the bag', '\\( 15 \\)')",,because you need to find what 3 8 of 24 is then you see how meany is in the bag,,Wrong_fraction,0.2344973,No Misconception,0.06964042,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because you use your WHOLE_DIV_DEN_SIMP times table,\( 3 \),['False_Neither'],['Irrelevant'],0,[22905],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because you use your 3 times table', '\\( 3 \\)')",,because you use your 3 times table,,Wrong_fraction,0.11514293,Irrelevant,0.021739503,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,because your divide by the bottom then times by the top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23279],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'because your divide by the bottom then times by the top', '\\( 9 \\)')",,because your divide by the bottom then times by the top,,Wrong_fraction,0.28107184,Incomplete,0.0006742708,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,becuase FRACTION of ALL_UNITS is COMP_NUM_TIMES_WHOLE_DIV_DEN_SIMP so the other are NUM_TIMES_WHOLE_DIV_DEN_SIMP,\( 9 \),['False_Neither'],['Irrelevant'],0,[23282],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'becuase 3/8 of 24 is 15 so the other are 9', '\\( 9 \\)')",,becuase 3/8 of 24 is 15 so the other are 9,,Wrong_fraction,0.4487743,No Misconception,0.036385156,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,c because that is what you get if you do ALL_UNITS division.,\( 15 \),['True_Neither'],['Irrelevant'],1,[22436],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'c because that is what you get if you do 24 division.', '\\( 15 \\)')",,c because that is what you get if you do 24 division.,,Irrelevant,0.016632924,Other,0.0012985206,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,d because the answer is COMP_NUM_TIMES_WHOLE_DIV_DEN_SIMP.,\( 3 \),['False_Neither'],['Irrelevant'],0,[22907],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'd because the answer is 15.', '\\( 3 \\)')",,d because the answer is 15.,,Incomplete,0.03550993,Irrelevant,0.015136429,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,d because WHOLE_DIV_DEN_SIMP lots of FRACTION_DENOMINATOR go intoo ALL_UNITS,\( 3 \),['False_Neither'],['Irrelevant'],0,[22908],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'd because three lots of 8 go intoo 24', '\\( 3 \\)')",,d because 3 lots of 8 go intoo 24,,Incomplete,0.36215025,Wrong_fraction,0.027478933,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,dedivide by the denominator times divided by a fraction.,\( 9 \),['False_Neither'],['Irrelevant'],0,[23284],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'dedivide by the denominator times divided by a fraction.', '\\( 9 \\)')",,dedivide by the denominator times divided by a fraction.,,Wrong_fraction,0.53208673,Base_rate,0.0012368961,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,devide by the denominator times by the numerator,\( 9 \),['False_Neither'],['Irrelevant'],0,[23286],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'devide by the denominator times by the numerator', '\\( 9 \\)')",,devide by the denominator times by the numerator,,Wrong_fraction,0.37197044,Incomplete,0.028776444,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,div by bottom times by top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23288],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'div by bottom \ntimes by top', '\\( 9 \\)')",,div by bottom times by top,,Wrong_fraction,0.63667417,Incomplete,0.053839635,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divid by the bottom times by the top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23289],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divid by the bottom times by the top', '\\( 9 \\)')",,divid by the bottom times by the top,,Wrong_fraction,0.33108318,Incomplete,0.03639808,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divide by the bottom and multiply by the top,\( 3 \),['False_Neither'],['Irrelevant'],0,[22909],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divide by the bottom and multiply by the top', '\\( 3 \\)')",,divide by the bottom and multiply by the top,,Incomplete,0.036877595,Wrong_fraction,0.0026992462,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divide by the bottom and then multiply by it.,\( 9 \),['False_Neither'],['Irrelevant'],0,[23296],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divide by the bottom and then multiply by it.', '\\( 9 \\)')",,divide by the bottom and then multiply by it.,,Wrong_fraction,0.15453073,Irrelevant,0.000912615,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divide by the bottom then multiply by the top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23298],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divide by the bottom then multiply by the top', '\\( 9 \\)')",,divide by the bottom then multiply by the top,,Wrong_fraction,0.6266797,Incomplete,0.008543494,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divide by the bottom. times by the top,\( 8 \),['False_Neither'],['Irrelevant'],0,[22952],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divide by the bottom. times by the top', '\\( 8 \\)')",,divide by the bottom. times by the top,,Wrong_fraction,0.033125404,No Misconception,0.013195692,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divide my the bottom and times by the top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23301],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divide my the bottom and times by the top', '\\( 9 \\)')",,divide my the bottom and times by the top,,Wrong_fraction,0.6771683,Incomplete,0.005146535,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,divided by the bottom times by the top,\( 9 \),['False_Neither'],['Irrelevant'],0,[23303],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'divided by the bottom times by the top', '\\( 9 \\)')",,divided by the bottom times by the top,,Wrong_fraction,0.12281494,Incomplete,0.019311784,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am guessing because i am confused,\( 8 \),['False_Neither'],['Other'],0,[22953],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am guessing because i am confused', '\\( 8 \\)')",,i am guessing because i am confused,,Other,0.34139156,Irrelevant,0.0025972668,['Other']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am guessing because i do not know.,\( 8 \),['False_Neither'],['Irrelevant'],0,[22954],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am guessing because i do not know.', '\\( 8 \\)')",,i am guessing because i do not know.,,Irrelevant,0.08231895,Other,0.0012958507,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am not sure how you work these types of questions out so i just had an estimate,\( 3 \),['False_Neither'],['Other'],0,[22911],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am not sure how you work these types of questions out so i just had an estimate', '\\( 3 \\)')",,i am not sure how you work these types of questions out so i just had an estimate,,Other,0.51108277,Irrelevant,0.0050220527,['Other']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am not sure of that question.,\( 9 \),['False_Neither'],['Irrelevant'],0,[23316],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am not sure of that question.', '\\( 9 \\)')",,i am not sure of that question.,,Irrelevant,0.56047064,Other,0.049742978,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am not sure on this question,\( 9 \),['False_Neither'],['Other'],0,[23317],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am not sure on this question', '\\( 9 \\)')",,i am not sure on this question,,Other,0.28024822,Irrelevant,0.045449287,['Other']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i am too lazy to write,\( 15 \),['True_Neither'],['Other'],1,[22468],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i am too lazy to write', '\\( 15 \\)')",,i am too lazy to write,,Other,0.49267015,No Misconception,0.058807053,['Other']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i bib it on my weight bored,\( 15 \),['True_Neither'],['Irrelevant'],1,[22472],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i bib it on my weight bored', '\\( 15 \\)')",,i bib it on my weight bored,,No Misconception,0.0907422,Other,0.035484903,['Irrelevant']
A bag contains \( 24 \) yellow and green balls. \( \frac{3}{8} \) of the balls are yellow. How many of the balls are green?,i chose this answer because i did FRACTION of ALL_UNITS,\( 15 \),['True_Neither'],['Irrelevant'],1,[22479],4,"('A bag contains \\( 24 \\) yellow and green balls. \\( \\frac{3}{8} \\) of the balls are yellow. How many of the balls are green?', 'i chose this answer because i did 3/8 of 24', '\\( 15 \\)')",,i chose this answer because i did 3/8 of 24,,No Misconception,0.5884105,Wrong_fraction,0.08921711,['Irrelevant']
